,LATDD83,LONGDD83,YEAR,MONTH,DAY,fire,TEMP_MAX,TEMP_MIN,AVG_RELATIVE_HUMIDITY,AVG_10M_WIND,AVG_100M_WIND,AVG_PRECIPITATION,APPARENT_TEMP,CLOUD_LOW,CLOUD_HIGH,CLOUD_MID,CLOUD,AVG_WEATHER_CONDITION,AVG_SOIL_TEMP,AVG_SOIL_MOISTURE,ELEVATION,NDVI
14,34.8927,-111.9607,2023,4,21,1,76.42310333251953,41.86309814453125,26.37468910217285,12.106471061706545,20.198949813842773,0.0,49.30866622924805,0.0,15.291666984558104,0.0,14.708333015441896,0.0,58.70060348510742,0.1901250034570694,1337.0,0.2582
15,35.27153,-111.3639,2023,1,8,1,51.35810089111328,26.51810073852539,54.790283203125,9.084982872009276,15.007746696472168,0.0,27.82578086853028,0.0,91.58333587646484,33.08333206176758,95.0,3.0,36.05434799194336,0.273375004529953,1879.0,0.1322
16,35.01297,-111.69868,2023,8,7,1,83.33060455322266,59.57059860229492,54.2086067199707,10.804308891296388,20.59669685363769,0.1958333253860473,67.61197662353516,1.75,14.625,9.666666984558104,18.625,0.0,68.90060424804688,0.1989583373069763,2069.0,0.5861000000000001
17,34.83139,-111.872,2023,1,15,1,52.334598541259766,37.934600830078125,73.0799560546875,11.887673377990724,19.65941429138184,0.637499988079071,37.539798736572266,59.5,87.75,88.25,100.0,3.0,44.57210159301758,0.4362499713897705,1206.0,0.3776
18,34.44317,-111.3055,2023,6,8,1,65.86699676513672,44.177001953125,26.92547416687012,11.687169075012209,18.91547584533692,0.0,47.29948043823242,0.0,29.625,8.041666984558105,29.625,0.0,52.614501953125,0.199874997138977,2300.0,0.6327
19,35.17281,-111.6293,2023,10,22,1,69.85040283203125,46.630401611328125,31.37969970703125,12.823529243469238,20.6095027923584,0.0,50.21583557128906,0.0,0.0,0.1666666716337204,0.1666666716337204,0.0,59.35414505004883,0.1178333386778831,2114.0,0.4758
20,34.76738,-112.0213,2023,4,3,1,67.94419860839844,44.184200286865234,31.63603973388672,18.45562744140625,25.7244873046875,0.0,47.78344345092773,0.0,1.3333333730697632,0.0,1.3333333730697632,0.0,57.76670455932617,0.3111250102519989,1014.0,0.2638
21,35.057,-111.732,2023,5,24,1,69.50749969482422,43.04750061035156,35.97762680053711,11.034625053405762,19.59580612182617,0.0,52.89994430541992,0.0,0.5,0.0,0.4166666567325592,0.0,55.50874710083008,0.3605833053588867,2012.0,0.5193
22,35.19608,-111.38997,2023,6,6,1,79.16899871826172,57.20899963378906,16.11777114868164,23.306066513061523,34.62794494628906,0.0041666668839752,58.24518966674805,0.0,33.95833206176758,32.20833206176758,58.25,3.0,75.34024810791016,0.1607499867677688,1893.0,0.2355
23,35.33237,-111.50978,2023,4,20,1,55.179500579833984,28.35950088500977,38.68862533569336,8.193748474121094,14.151461601257324,0.0,33.70561599731445,0.0,3.375,0.0416666679084301,3.2083332538604736,0.0,45.06949996948242,0.2121666669845581,2071.0,0.2408
24,34.83588,-111.43348,2023,8,18,1,73.57640075683594,55.036399841308594,59.4818000793457,8.16170883178711,13.995651245117188,0.158333346247673,63.67557144165039,0.625,78.125,46.875,87.5,3.0,64.89514923095703,0.3010416626930237,2277.0,0.6634
25,35.02703,-111.44479,2023,10,10,1,69.2573013305664,50.71730041503906,35.59897232055664,17.481054306030273,28.45347023010254,0.0,50.71733474731445,0.0,15.083333015441896,16.875,26.45833396911621,0.0,59.4510498046875,0.1407083421945572,2165.0,0.5338
26,35.4477,-111.43188,2023,7,26,1,94.45280456542967,73.21279907226562,26.583776473999023,14.956703186035156,17.954362869262695,0.0,77.72978973388672,0.0,26.375,8.958333015441895,30.33333396911621,0.0,92.02655029296876,0.0292083323001861,1739.0,0.1886
27,35.10601,-111.60547,2023,9,17,1,76.59320068359375,49.59320068359375,42.36495971679688,9.272143363952637,15.861279487609863,0.0,59.3006706237793,0.0833333358168602,26.58333396911621,12.541666984558104,37.58333206176758,0.0,60.98195266723633,0.1814583092927932,2102.0,0.4641
